"Provider Approval Number","Service Approval Number","Legal Name","Trading Name",Address,Suburb,State,Postcode,"Date Approval Granted",Conditions
PR-40018366,,"MINI BOSS HOLIDAY PROGRAMS PTY LTD","Mini Boss Holiday Programs","363-365 Johnston St",ABBOTSFORD,VIC,3067,18/04/2019,
PR-40018480,,"MODUS EDU LANGWARRIN PTY LTD","MODUS EDU LANGWARRIN Pty Ltd","44 Harrison Ave",BURWOOD,VIC,3125,11/01/2019,
PR-40018524,,"- MAMTA",,"37 mossgiel park drive","ENDEAVOUR HILLS",VIC,3802,31/05/2019,"Prior to applying for service approval or a transfer, the person with management or control of the approved provider must attend an educative session with the Southern Metropolitan Regional Quality Assessment and Regulation team.. 

"
PR-40018550,,"OFFICER ELC ONE PTY LTD","Officer One Early Education","SUITE 5 80 DORCAS ST",SOUTHBANK,VIC,3006,22/03/2019,
PR-40018555,,"DOCRICH PTY LTD","KIDS ON ASPEN","8 LOCKWOOD RD","BELGRAVE HEIGHTS",VIC,3160,14/02/2019,
PR-40018558,,"SLK TRADING WILLIAMS LANDING PTY LTD","Explorers Early Learning - Williams Landing","PO Box 8296",ARMADALE,VIC,3143,25/02/2019,
PR-40018609,,"WISE KIDS ELC PTY LTD","Wise Kids Early Learning Centre","2A MOURITZ ST",WARRAGUL,VIC,3820,07/05/2019,
PR-40018619,,"A.K GRIFFIN & D.J GRIFFIN","Griffin Childcare","56 James Cook Dr","WANDANA HEIGHTS",VIC,3216,17/07/2019,
PR-40018651,,"Nomadin Pty Ltd ATF Gurung Family Trust",,"20 Moore St",ELWOOD,VIC,3184,05/08/2019,
PR-40018812,,"Origin Tennis Pty Ltd","Kids Edge","4 Hall St",BRUNSWICK,VIC,3056,23/05/2019,"Persons with management or control of the approved provider must attend an educative session with the Northern Metropolitan Regional Quality Assessment and Regulation team within 3 months of being granted provider approval and prior to submitting an application for service approval or transfer of service approval."
PR-40018830,,"Kiwi Mummy Pty Ltd",,"44 Alexandra Ave",CANTERBURY,VIC,3126,15/03/2019,
PR-40018873,,"NILMA PRIMARY SCHOOL COUNCIL",,"Nilma Primary School, 76 Bloomfield Rd",NILMA,VIC,3821,06/03/2019,
PR-40019035,,"JML TRADING WILLIAMSTOWN PTY LTD",,"PO Box 8296",ARMADALE,VIC,3143,01/03/2019,
PR-40019053,,"BRILLIANT FAMILY DAY CARE PTY LTD","BRILLIANT FAMILY DAY CARE PTY LTD","6 Celsius Dr","CRANBOURNE NORTH",VIC,3977,18/07/2019,
PR-40019067,,"Interchange Loddon Mallee Region Limited",Lifely,"127 Mitchell St",BENDIGO,VIC,3550,02/04/2019,
PR-40019068,,"CHURCHES OF CHRIST COMMUNITY CHILDCARE FOR MISSION LIMITED",,"Level 5  111 Cecil Street","SOUTH MELBOURNE",VIC,3,30/10/2019,
PR-40019101,,"LITTLE SWAN EDUCATION PTY LTD",,"Level 1, 14-16 Prospect St","BOX HILL",VIC,3128,21/08/2019,
PR-40019103,,"QI DUAN",,"PO Box 355",CAMBERWELL,VIC,3124,08/08/2019,
PR-40019145,,"KSMG GROUP PTY LTD",,"9A Murrong Avenue","BENTLEIGH EAST",VIC,3165,15/10/2019,
PR-40019157,,"Gordon Primary School Council","Gordon Primary School","1 Dicker Street",GORDON,VIC,3345,27/03/2019,
PR-40019160,,"BRIGHT BEGINNINGS FAMILY DAY CARE CENTRE PTY. LTD.","BRIGHT BEGINNINGS FAMILY DAY CARE CENTRE PTY. LTD.","9 Central Grove",BROADMEADOWS,VIC,3047,14/01/2020,"Prior to applying for service approval or a transfer, Aiche Ayad must undertake professional development in Quality Area 7, (Governance and leadership) of the National Quality Standard and the application of the Education and Care Services National Law Act 2010 and the Education and Care Services National Regulations 2011.
o	The professional development must be delivered by a recognised early childhood organisation or expert, and approved in writing by the Department prior to undertaking the professional development.
o	The department must be provided with proof of completion of the professional development within 7 days of completion.
o	Upon completion of the professional development Aiche Ayad must attend a meeting with the Regulatory Authority to demonstrate her understanding of the statutory obligations and responsibilities of an approved provider and her knowledge of the National Law and National Regulations.
"
PR-40019181,,"LITTLE GREEN STEPS PTY LTD","Little Green Steps Family Day Care","5 Radesin Rise","NARRE WARREN NORTH",VIC,3804,17/04/2019,
PR-40002535,,"BUILDING BLOCKS EARLY LEARNING GROUP PTY LTD","BUILDING BLOCKS EARLY LEARNING GROUP PTY LTD","19 Granton Ave","ENDEAVOUR HILLS",VIC,3802,07/07/2015,
PR-40002539,,"Our Ark Pty Ltd as trustee for the Martina Dunkel Family Trust",Kindoo,"66 Athelstan Rd",CAMBERWELL,VIC,3124,24/11/2014,
PR-40002544,,"PINES LEARNING INC",115297243,"U 1  520 Blackburn Rd","DONCASTER EAST",VIC,3109,14/11/2014,
PR-40002572,,"HAPPY TIMES CHILD CARE & EARLY LEARNING CENTRE PTY LTD",,"30 Hawke St",PARKDALE,VIC,3195,26/11/2014,
PR-40002599,,"MyCentre Childcare Pty Ltd","MyCentre Childcare","51 Arncliffe Bvd",GREENVALE,VIC,3059,02/01/2015,
PR-40002603,,"WAHROONGA PRE SCHOOL INC",,"66 Wahroonga Cres",GREENSBOROUGH,VIC,3088,23/10/2014,
PR-40002621,,"MALMSBURY PRIMARY SCHOOL COUNCIL",,"28 Cameron St",MALMSBURY,VIC,3446,26/11/2014,
PR-40002637,,"KELLY CLUB AUSTRALIA PTY LTD ATF KELLY CLUB AUSTRALIA UNIT TRUST",,"PO Box 71","MOONEE VALLEY",VIC,3055,15/01/2015,
PR-40002641,,"Rami Elmohandis",,"19 Padova Dr",GREENVALE,VIC,3059,23/01/2015,
PR-40002687,,"Clifton Springs Preschool Incorporated",,"PO Box 499",DRYSDALE,VIC,3222,19/12/2014,
PR-40002693,,"THE AVENUE CHILDREN'S CENTRE INC",,"39 The Avenue",BALACLAVA,VIC,3183,03/12/2014,
PR-40002704,,"Malloos Pty Ltd",,"36 Clarinda Dr","NARRE WARREN",VIC,3805,07/04/2015,
PR-40002749,,"WS Haynes Pty Ltd ATF Haynes Family Trust","WS Haynes Pty Ltd","15 Stanmore Avenue",SOMERS,VIC,3927,24/11/2014,
PR-40002752,,"OUR HAPPY HAVEN LTD",,"PO BOX 188","NARRE WARREN NORTH",VIC,3804,20/02/2015,
PR-40002765,,"SHEPPARTON EAST PRIMARY SCHOOL COUNCIL","Shepparton East Primary School","PO Box 40","SHEPPARTON EAST",VIC,3631,15/01/2015,
PR-40002802,,"Baseko Pty Ltd ATF Baseko Family Trust","Learning Nest","63 Hayfield Rd","ROXBURGH PARK",VIC,3064,19/03/2015,
PR-40002805,,"TEREMAYI MAN'OZHO",,"26 Dennington Rise",DENNINGTON,VIC,3280,11/02/2015,
PR-40002812,,"OLINDA PRIMARY SCHOOL COUNCIL","OLINDA PRIMARY SCHOOL COUNCIL","Olinda Primary School, 45 Charlemont Lane",OLINDA,VIC,3788,11/02/2015,
PR-40002830,,"ANNUNCIATION PRIMARY SCHOOL BROOKLYN","Annunciation Primary School Brooklyn","Annunciation Primary School, 4-14 Nolan Ave",BROOKLYN,VIC,3012,19/03/2015,
PR-40002837,,"BLESSINGTON HOLDINGS PTY LTD","FANTASIA CHILDCARE","67 Howard Rd","DINGLEY VILLAGE",VIC,3172,08/05/2015,
PR-40002848,,"St Clare's Early Learning Centre","St Clare's Early Learning Centre","PO Box 362",OFFICER,VIC,3809,15/01/2015,
PR-00011360,,"JADESTONE INTERNATIONAL PTY LTD",,"6 ROCHE CT","OAKLEIGH SOUTH",VIC,3167,10/06/2026,"Prior to applying for service approval or transfer, the person with management or control of the approved provider must undertake professional development on Quality Area 7 Governance and Leadership and Child Safe Standards. 

The professional development must be delivered by a recognised early childhood organisation or expert and accepted in writing by the Victorian Early Childhood Regulatory Authority (Regulatory Authority) prior to undertaking the professional development. 

The Regulatory Authority must be provided with proof of completion of the professional development within 7 days of completion."
PR-00011361,,"SCORESBY PRIMARY SCHOOL COUNCIL","Scoresby Primary School Council","SCORESBY PRIMARY SCHOOL, 11 INGRID ST",SCORESBY,VIC,3179,23/11/2025,
PR-00011362,,"LITTLE ELMS EARLY LEARNING CENTRE PTY LTD",,"4 LINTON CT",BERWICK,VIC,3806,02/03/2026,"- Prior to applying for service approval or transfer, the person with management or control of the approved provider must undertake professional development on Child Safe Standards.   

- The professional development must be delivered by a recognised early childhood organisation or expert and accepted in writing by the Victorian Early Childhood Regulatory Authority (Regulatory Authority) prior to undertaking the professional development.  

- The Regulatory Authority must be provided with proof of completion of the professional development within 7 days of completion."
PR-00011376,,"Country Kids Learning Center Inc","Country Kids Learning Centre Inc","40 LOWNDES RD",BANNOCKBURN,VIC,3331,09/04/2026,
PR-00011379,,"CRAIGIEBURN BUSINESS ONE EEG PTY LTD","Craigieburn Business ONE EEG Pty Ltd","SUITE 5 80 DORCAS ST",SOUTHBANK,VIC,3006,18/11/2025,
PR-00011387,,"CLARKE CHILDCARE GROUP THREE PTY LTD ATF CLARKE CHILDCARE GROUP THREE TRUST",,"PO BOX 2108","WATTLETREE ROAD PO",VIC,3145,20/12/2025,
PR-00011388,,"CLARKE CHILDCARE GROUP FOUR PTY LTD ATF CLARKE CHILDCARE GROUP FOUR TRUST",,"PO BOX 2108","WATTLETREE ROAD PO",VIC,3145,21/12/2025,
PR-00011405,,"TOONGABBIE PRIMARY SCHOOL COUNCIL","Toongabbie Primary School Council","TOONGABBIE PRIMARY SCHOOL, 15-25 VICTORIA ST",TOONGABBIE,VIC,3856,26/11/2025,
PR-00011415,,"JETLOR PTY LTD as Trustee for JETLOR TRUST","JETLOR PTY LTD","PO BOX 559",ELWOOD,VIC,3184,21/12/2025,
PR-00011424,,"MERNDA BUSINESS ONE EEG PTY LTD","Mernda Business ONE EEG PTY LTD","SUITE 5 80 DORCAS ST",SOUTHBANK,VIC,3006,18/11/2025,
PR-00011433,,"DEEP FERN PTY LTD","Deep Fern","69 SWITCHBACK RD","CHIRNSIDE PARK",VIC,3116,18/05/2026,"Under section 19(1) of the National Law, I have made a decision to impose the following conditions on the provider approval:

•	Prior to applying for service approval or transfer, the person with management or control of the approved provider must undertake professional development on Quality Area 7 Governance and Leadership.
•	The professional development must be delivered by a recognised early childhood organisation or expert and accepted in writing by the Victorian Early Childhood Regulatory Authority (Regulatory Authority) prior to undertaking the professional development.
•	The Regulatory Authority must be provided with proof of completion of the professional development within 7 days of completion."
PR-00011438,,"ASHWOOD SCHOOL COUNCIL","ASHWOOD SCHOOL COUNCIL","47-61 MONTPELLIER RD",ASHWOOD,VIC,3147,23/11/2025,
PR-00011441,,"INGLEWOOD PRIMARY SCHOOL COUNCIL","Inglewood Primary School Council","76 SULLIVAN ST",INGLEWOOD,VIC,3517,23/11/2025,
PR-00011444,,"EARLY STARS PTY LTD",,"19 FERNDELL CR",TEMPLESTOWE,VIC,3106,24/12/2025,
PR-00011456,,"JASMINE AND ALICIA PTY LTD","JASMINE AND ALICIA PTY LTD","UNIT 2 25 THEA GR","DONCASTER EAST",VIC,3109,09/02/2026,"[Prior to applying for service approval or transfer, the person with management or control of the approved provider must undertake professional development on the Child Safe Standards 
•	The professional development must be delivered by a recognised early childhood organisation or expert and approved in writing by the Department prior to undertaking the professional development.
•	The Department must be provided with proof of completion of the professional development within 7 days of completion."
PR-00011458,,"HAILEYBURY EARLY LEARNING","Haileybury Early Learning","855-891 SPRINGVALE RD",KEYSBOROUGH,VIC,3173,08/12/2025,
PR-00011461,,"SUNFLOWER KIDS EARLY LEARNING MELTON SOUTH PTY LTD ATF SUNFLOWER KIDS EARLY LEARNING MELTON SOUTH UNIT TRUST",,"28 SEA VIEW ST","CAULFIELD SOUTH",VIC,3162,24/12/2025,
PR-00011462,,"COASTAL COVE EARLY LEARNING CENTRE PTY LTD","Coastal Cove Early Learning Centre","76 BOSTOCK ST",WARRNAMBOOL,VIC,3280,17/01/2026,
PR-00011464,,"TWINKLES CONSULTING PTY LTD",,"UNIT 4 143-145 WOODHOUSE GR","BOX HILL NORTH",VIC,3129,04/04/2026,"Prior to applying for service approval or transfer, the person with management or control of the approved provider must undertake professional development on Quality Area 7 Governance and Leadership and Child Safe Standards. 

The professional development must be delivered by a recognised early childhood organisation or expert and accepted in writing by the Victorian Early Childhood Regulatory Authority (Regulatory Authority) prior to undertaking the professional development. 

The Regulatory Authority must be provided with proof of completion of the professional development within 7 days of completion."
PR-00011478,,"WARRNAMBOOL WEST PRIMARY SCHOOL COUNCIL","Warrnambool West Primary School Council","35 HODDLE ST",WARRNAMBOOL,VIC,3280,23/11/2025,
PR-00011520,,"BAL CARE PTY LTD","Bellarine K4Kids","158-160 BELLARINE HWY",MOOLAP,VIC,3224,04/04/2026,
PR-00011529,,"GROWVELL EARLY LEARNING CENTRE (ELC) PTY LTD ATF GROWVELL EARLY LEARNING CENTRE (ELC) UNIT TRUST","GROWVELL EARLY LEARNING CENTRE (ELC) PTY LTD","UNIT 12 297 DANDENONG RD",PRAHRAN,VIC,3181,04/04/2026,"Prior to applying for service approval or transfer, the person with management or control of the approved provider must undertake professional development on Quality Area 7 Governance and Leadership and Child Safe Standards. 

The professional development must be delivered by a recognised early childhood organisation or expert and accepted in writing by the Victorian Early Childhood Regulatory Authority (Regulatory Authority) prior to undertaking the professional development. 

The Regulatory Authority must be provided with proof of completion of the professional development within 7 days of completion."
PR-00011545,,"RASNA GLOWRA PTY LTD",,"41 HADFIELD RD",HARKNESS,VIC,3337,04/04/2026,
PR-00011551,,"WAVERLEY MEADOWS PRIMARY SCHOOL COUNCIL","Waverley Meadows Primary School Council","11-27 COLUMBIA DR","WHEELERS HILL",VIC,3150,23/11/2025,
PR-00011553,,"FIVE STARS LEARNING PTY LTD","Five Stars Learning Family Day Care","9 BEWLEY WAY",BERWICK,VIC,3806,01/02/2026,
PR-40025688,,"LITTLE SUNSHINE ELC & KINDERGARTEN PRESTON PTY LTD",,"Level 1  60 High Street",PRESTON,VIC,3072,29/11/2021,
PR-40025751,,"ENDERUN EARLY EDUCATION PTY LTD",,"149-155 Malmsbury Drive","MEADOW HEIGHTS",VIC,3048,13/05/2022,
PR-40025773,,"Jining Chen",,"19A Blaxland Ct",MOOROOLBARK,VIC,3138,25/01/2022,"Prior to applying for service approval or transfer, the person with management or control of the approved provider, Jining Chen, must undertake professional development in Quality Area: 7 – Governance and leadership

The professional development must be delivered by a recognised early childhood organisation or expert and approved in writing by the Department prior to undertaking the professional development.

The Department must be provided with proof of completion of the professional development within 7 days of completion.
"
PR-40025781,,"Tarneit North Early Learning Centre PTY LTD","Aspire Early Education & Kindergarten Tarneit North","L 7  484 St Kilda Rd",MELBOURNE,VIC,3004,14/06/2021,
PR-40025827,,"Sporty Dna Pty Ltd",Oshsports,"U 506, L 5  100 Harbour Esp",DOCKLANDS,VIC,3008,11/03/2022,
PR-40025848,,"PARED VICTORIA LTD","Harkaway Hills College","420 Belgrave-Hallam Rd","NARRE WARREN NORTH",VIC,3804,17/07/2021,
PR-40025869,,"LAKES ENTRANCE PRIMARY SCHOOL COUNCIL","Lakes Entrance Primary School Council OSHC","Lakes Entrance Primary School, 49 Myer St","LAKES ENTRANCE",VIC,3909,04/06/2021,
PR-40025881,,"CHANGEX GLOBAL PTY LTD",,"111 Aspire Bvd","FRASER RISE",VIC,3336,29/11/2021,
PR-40025912,,"READY SET GO PTY LTD","Ready Set Go","18 BELGRAVE AV",BELGRAVE,VIC,3160,19/10/2021,
PR-40025913,,"OZKIDS EARLY LEARNING PTY LTD","OZKIDS EARLY LEARNING","4 Badger Gr",TARNEIT,VIC,3029,13/12/2021,
PR-40025947,,"GINA KILPATRICK","Bilby Family Day care Australia","28 Fairway Cres",DARLEY,VIC,3340,12/12/2021,
PR-40025952,,"Bernacci Holdings Pty Ltd","Bernacci Holdings Pty Ltd","U 1  1 Hoylake Grove",MORNINGTON,VIC,3931,29/08/2021,
PR-40026028,,"AC2W PTY LTD","Snugglepotts Children's Centre","671-675 WAVERLEY RD","GLEN WAVERLEY",VIC,3150,14/06/2021,
PR-40026036,,"POMONAL PRIMARY SCHOOL COUNCIL","Pomonal Primary School","Pomonal Primary School, Pomonal -Ararat Rd",POMONAL,VIC,3381,04/06/2021,
PR-40026039,,"Murtoa College School Council","Principal of Murtoa College","Murtoa College, 1 Webb St",MURTOA,VIC,3390,04/06/2021,
PR-40026047,,"MOOROOPNA NORTH PRIMARY SCHOOL COUNCIL","Mooroopna North Primary School","835, Ardmona Rd",MOOROOPNA,VIC,3629,04/06/2021,
PR-40026109,,"PINNACLE EARLY LEARNING CENTRES GLEN HUNTLY PTY LTD",,"112 Booran Rd","GLEN HUNTLY",VIC,3163,25/06/2021,
PR-40026118,,"Darraweit Guim Primary School Council","Darraweit Guim","2 Darraweit Valley Rd","DARRAWEIT GUIM",VIC,3756,04/06/2021,
PR-40026143,,"JIMMY NGOC LE",,"13 mockridge street","WANTIRNA SOUTH",VIC,3152,05/01/2022,"The person with management or control of the approved provider, JIMMY NGOC LE, must undertake professional development in Quality Area 7 - Governance and Leadership and Child Safe Standards prior to applying for service approval or transfer.
The professional development must be delivered by a recognised early childhood organisation or expert, and approved in writing by the Department prior to undertaking the professional development.
The Department must be provided with proof of completion of the professional development within 7 days of completion.
"
PR-40026150,,"MYRRHEE PRIMARY SCHOOL COUNCIL","Myrrhee Primary School","1673 Benalla Whitfield Road",MYRRHEE,VIC,3732,16/06/2021,
PR-40026163,,"LMV EDUCATION PTY LTD",,"PO Box 335","CLIFTON HILL",VIC,3068,20/06/2022,"The person with management or control of the approved provider, LEIGH VARLEY, must undertake professional development in Quality Area 7 - Governance and Leadership and Child Safe Standards prior to applying for service approval or transfer.

The professional development must be delivered by a recognised early childhood organisation or expert and approved in writing by the Department prior to undertaking the professional development.

The Department must be provided with proof of completion of the professional development within 7 days of completion.
"
PR-40026168,,"MINI DRAGON EARLY LEARNING PTY LTD",,"36 Carrol Gr","MOUNT WAVERLEY",VIC,3149,25/01/2022,"The person with management or control of the approved provider, Jing Zhao, must undertake professional development in Quality Area 7 - Governance and Leadership prior to applying for service approval or transfer.
o	The professional development must be delivered by a recognised early childhood organisation or expert, and approved in writing by the Department prior to undertaking the professional development.
o	The Department must be provided with proof of completion of the professional development within 7 days of completion.
"
PR-40026218,,"CONCONGELLA PRIMARY SCHOOL COUNCIL","Concongella Primary School","Concongella Primary School, 61 Concongella School Rd",CONCONGELLA,VIC,3384,04/06/2021,
PR-40026224,,"GS ACADEMY PTY LTD",,"47 Normanby St",CRANBOURNE,VIC,3977,13/10/2021,
PR-40026238,,"BENDIGO AND DISTRICT ABORIGINAL CO-OPERATIVE LTD","BENDIGO AND DISTRICT ABORIGINAL CO-OPERATIVE LTD","PO Box 75","NORTH BENDIGO",VIC,3550,17/10/2022,
PR-40026242,,"BELVEDERE PARK SCHOOL COUNCIL",,"30 Belvedere Rd",SEAFORD,VIC,3198,02/07/2021,
PR-40026247,,"Embracia Child Care and Kindergarten Pty Ltd","Embracia Child Care and Kindergarten Pty Ltd","1, 1403-1405 Burke Rd","KEW EAST",VIC,3102,29/11/2021,
PR-40026248,,"TARADALE PRIMARY SCHOOL COUNCIL","Taradale Primary School","98 High St",TARADALE,VIC,3447,04/06/2021,
PR-40026260,,"TOOLANGI PRIMARY SCHOOL COUNCIL","Toolangi Primary School","Main Road",TOOLANGI,VIC,3777,11/06/2021,
PR-40026261,,"Nyora Primary School Council","NYORA PRIMARY SCHOOL COUNCIL","1 Grundy Ave",NYORA,VIC,3987,04/06/2021,
PR-40026266,,"RED CLIFFS EAST PRIMARY SCHOOL COUNCIL","Red Cliffs East Primary school","PO Box 320","RED CLIFFS",VIC,3496,04/06/2021,
PR-40026294,,"ALMOST FRENCH KINDERGARTEN PTY LTD","Almost French Kindergarten","33a Argo St","SOUTH YARRA",VIC,3141,25/06/2021,
PR-40026311,,"ASPIRE EARLY EDUCATION & KINDERGARTEN THORNHILL PARK PTY LTD","Aspire Early Education & Kindergarten Thornhill Park","Level 7 484 St Kilda Road Melbourne 3004",MELBOURNE,VIC,3004,08/10/2021,
PR-40026313,,"Foundation Learning Centre Inc","Foundation Early Learning Centre","Learning Centre, 1 Malcolm Ct","NARRE WARREN",VIC,3805,08/09/2021,
PR-40026350,,"SOUTH PACIFIC INVESTMENT & DEVELOPMENT PTY LTD",,"31 BRINGA AVENUE",CAMBERWELL,VIC,3124,18/03/2022,
PR-40010131,,"Bell Kids Operations Pty Ltd","Nino Early Learning Adventures","480 Swan St",RICHMOND,VIC,3121,06/06/2017,
PR-40010282,,"J.F BARR & M.E SINCLAIR","Apollo Bay Child Care Services","Child Care Centre, 4 Pengilley Ave","APOLLO BAY",VIC,3233,21/04/2017,
PR-40010289,,"VILLAGE EARLY EDUCATION GROUP PTY LTD",,"528 Eureka St",EUREKA,VIC,3350,23/05/2017,
PR-40010295,,"ST THERESE'S CATHOLIC CHURCH - KENNINGTON","Assisi Kindergarten","25 Albion St",KENNINGTON,VIC,3550,20/03/2017,
PR-40010316,,"Bright Minds ELC Bannockburn Pty Ltd","Bright Minds ELC Bannockburn","10 Station Street",NORLANE,VIC,3214,19/05/2017,"The Approved Provider must undertake professional development in the National Quality Standard and provide evidence of completion to the Regulatory Authority prior to submitting an application for service approval.

  
 The professional development must be delivered by a recognised early childhood training organisation or expert, approved in writing by the Regulatory Authority, prior to undertaking the professional development."
PR-40010327,,"LITTLE GROMS EARLY LEARNING PTY LTD ATF Little Groms Early Learning Family Trust","Little Groms Early Learning","88 Geelong Rd",TORQUAY,VIC,3228,27/03/2017,
PR-40010363,,"Amiga Montessori Hoppers Crossing Pty Ltd ATF Amiga Montessori Hoppers Crossing Unit Trust","Amiga montessori hoppers crossing","Suite 2401, 68-70 Dorcas St",SOUTHBANK,VIC,3006,17/03/2017,
PR-40010369,,"MOSKA MIRKHIL",,"U 1  86 Ferntree Gully Rd","OAKLEIGH EAST",VIC,3166,21/06/2017,
