ServiceApprovalNumber,"Provider Approval Number",ServiceName,ProviderLegalName,ServiceType,ServiceAddress,Suburb,State,Postcode,Phone,Fax,"Conditions on Approval",NumberOfApprovedPlaces,ServiceApprovalGrantedDate,QualityArea1Rating,QualityArea2Rating,QualityArea3Rating,QualityArea4Rating,QualityArea5Rating,QualityArea6Rating,QualityArea7Rating,OverallRating,RatingsIssued,PreviousQualityArea1Rating,PreviousQualityArea2Rating,PreviousQualityArea3Rating,PreviousQualityArea4Rating,PreviousQualityArea5Rating,PreviousQualityArea6Rating,PreviousQualityArea7Rating,PreviousOverallRating,PreviousRatingsIssued,"Last Service Approval Transfer Date","Last Visit Date","Long Day Care","Preschool/Kindergarten - Part of a School","Preschool/Kindergarten - Stand alone","Outside school Hours Care - After School","Outside school Hours Care - Before School","Outside school Hours Care - Vacation Care",Other,"Annual Monday Start Time","Annual Monday End Time","Annual Tuesday Start Time","Annual Tuesday End Time","Annual Wednesday Start Time","Annual Wednesday End Time","Annual Thursday Start Time","Annual Thursday End Time","Annual Friday Start Time","Annual Friday End Time","Annual Saturday Start Time","Annual Saturday End Time","Annual Sunday Start Time","Annual Sunday End Time","School Terms Only Session 1 Monday Start Time","School Terms Only Session 1 Monday End Time","School Terms Only Session 1 Tuesday Start Time","School Terms Only Session 1 Tuesday End Time","School Terms Only Session1 Wednesday Start Time","School Terms Only Session1 Wednesday End Time","School Terms Only Session1 Thursday Start Time","School Terms Only Session1 Thursday End Time","School Terms Only Session 1 Friday Start Time","School Terms Only Session 1 Friday End Time","School Terms Only Session 1 Saturday Start Time","School Terms Only Session 1 Saturday End Time","School Terms Only Session1 Sunday Start Time","School Terms Only Session 1 Sunday End Time","School Terms Only Session 2 Monday Start Time","School Terms Only Session 2 Monday End Time","School Terms Only Session 2 Tuesday Start Time","School Terms Only Session 2 Tuesday End Time","School Terms Only Session 2 Wednesday Start Time","School Terms Only Session 2 Wednesday End Time","School Terms Only Session 2 Thursday Start Time","School Terms Only Session2 Thursday End Time","School Terms Only Session 2 Friday Start Time","School Terms Only Session 2 Friday End Time","School Terms Only Session 2 Saturday Start Time","School Terms Only Session 2 Saturday End Time","School Terms Only Session 2 Sunday Start Time","School Terms Only Session 2 Sunday End Time","Holiday Care Monday Start Time","Holiday Care Monday End Time","Holiday Care Tuesday Start Time","Holiday Care Tuesday End Time","Holiday Care Wednesday Start Time","Holiday Care Wednesday End Time","Holiday Care Thursday Start Time","Holiday Care Thursday End Time","Holiday Care Friday Start Time","Holiday Care Friday End Time","Holiday Care Saturday Start Time","Holiday Care Saturday End Time","Holiday Care Sunday Start Time","Holiday Care Sunday End Time","Temporarily Closed"
SE-00017691,PR-40034005,"Jenny's ELC Grovedale","ST MARKS CCC PTY LTD","Centre-Based Care","179-193 COLAC RD",GROVEDALE,VIC,3216,0352957491,,"An approved provider of an education and care service that is listed on the Department of Education Category 4 List – at some risk of bushfire or grassfire must ensure that: 

The service does not operate on any day that the Victorian Emergency Management Commissioner declares as having a 'Catastrophic' Fire Danger Rating that applies to the area or district at which that service is located. 

The service's emergency and evacuation policies and procedures required under regulation 168 of the Education and Care Services National Regulations include an Emergency Management Plan for managing the service's bushfire and grass fire related risks. 

The service's Emergency Management Plan is kept up to date, reflects the service's operating context, is reviewed at least once each calendar year, and includes: 

a list of the service's emergency contact details 

procedures for monitoring and managing bushfire and grassfire risks and events 

procedures for identifying and managing events that may cause planned, unplanned or pre-emptive closure of the service 

procedures for notifying families of children enrolled at the service of any closure 

procedures for reviewing and updating the Emergency Management Plan. 

d.	A copy of the service's Emergency Management Plan is made available to the Regulatory Authority on request.",120,28/07/2025,,,,,,,,,,,,,,,,,,,,"December 2025",Yes,No,No,No,No,No,No,07:00,18:00,07:00,18:00,07:00,18:00,07:00,18:00,07:00,18:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No
SE-00017693,PR-40028718,"Journey Early Learning Centre - Wallan Central","Journey ELC Pty Ltd","Centre-Based Care","16 WINDHAM ST",WALLAN,VIC,3756,0387466956,,,104,18/06/2025,,,,,,,,,,,,,,,,,,,,"December 2025",Yes,No,No,No,No,No,No,06:30,18:30,06:30,18:30,06:30,18:30,06:30,18:30,06:30,18:30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No
SE-00017694,PR-40027766,"Bright Steps Academy Bentleigh","BRIGHT STEPS PTY LTD","Centre-Based Care","99 BREWER RD",BENTLEIGH,VIC,3204,1300402522,,"The Approved Provider must engage an appropriate expert such as a fire safety advisor or fire safety engineer to observe and prepare a report on the emergency and evacuation procedure rehearsal of the service. This must occur at the first rehearsal of the emergency and evacuation procedure. The report prepared must identify: 

a) the service; 

b) the date and time of the rehearsal; 

c) the total time taken to evacuate the building; 

d) the location to which building occupants were evacuated to; 

e) the number of children and educators in attendance on the day; 

f) the profile of children (ages, any disabilities) with respect to the children’s rooms operating at the time of the rehearsal; and 

g) any proposed actions the service must take to improve evacuation procedures to ensure the safety of all children attending the service. 

The Approved Provider must submit a copy of any report produced in relation this condition to the Regional Office of the Regulatory Authority in which the service is located within seven (7) days of receipt. The Approved Provider must ensure that emergency evacuation rehearsals are conducted once per calendar month by all staff members, volunteers and children present at the service on the day of the rehearsal. These rehearsals must be documented and available at the education and care service premises. The Approved Provider is required to ensure objects are not placed or able to be placed in a manner that may allow a child to climb over barriers or fences; and, all play equipment in the outdoor play spaces are maintained and placed in a way that meets the requirements of the Australian Playground Standards (Standard AS 4685) with particular consideration given to falling space, impact areas and free space. The Approved Provider must ensure that the services ‘moving between levels’ policy incorporates the procedures for use of portable attendance lists. This policy must be communicated with all educators, staff and volunteers upon commencement and any changes made to this policy must be notified to the Regional Office of the Regulatory Authority within seven (7) days. The Approved Provider must ensure that whenever children are moving between levels at the education and care service, one additional educator above the minimum prescribed in regulation 123(1) of the Education and Care Services National Regulations 2011 is available to support adequate supervision. The Approved Provider must ensure that whenever children are accessing the level three outdoor play area as denoted on the space measurements form, one additional educator above the minimum prescribed in regulation 123(1) of the Education and Care Services National Regulations 2011 is required to be educating and caring for children to ensure adequate supervision.",120,18/05/2026,,,,,,,,,,,,,,,,,,,,"March 2026",Yes,No,No,No,No,No,No,06:30,18:30,06:30,18:30,06:30,18:30,06:30,18:30,06:30,18:30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No
SE-00017695,PR-00002302,"Henderson College Early Learning Centre","Seventh Day Adventist Schools (Victoria) Limited","Centre-Based Care","778-794 COWRA AV",IRYMPLE,VIC,3498,0350245192,,,66,29/09/2025,,,,,,,,,,,,,,,,,,,,"April 2026",Yes,Yes,No,No,No,No,No,08:00,17:30,08:00,17:30,08:00,17:30,08:00,17:30,08:00,17:30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No
SE-00017702,PR-40028424,"St John XXIII, Thomastown","MELBOURNE ARCHDIOCESE CATHOLIC SCHOOLS EARLY YEARS EDUCATION LTD","Centre-Based Care","17 REGAL AV",THOMASTOWN,VIC,3074,0493214146,,,30,11/07/2025,,,,,,,,,,,,,,,,,,,,"October 2025",No,No,No,Yes,Yes,No,No,,,,,,,,,,,,,,,07:00,08:30,07:00,08:30,07:00,08:30,07:00,08:30,07:00,08:30,,,,,15:15,18:00,15:15,18:00,15:15,18:00,15:15,18:00,15:15,18:00,,,,,,,,,,,,,,,,,,,No
SE-00017705,PR-40026948,"Nido Early School Clyde North","NEST EARLY EDUCATION SERVICES PTY LTD","Centre-Based Care","3 Matterhorn Drive","Clyde North",VIC,3978,0359292947,,"The Approved Provider is required to ensure objects are not placed in a manner that may allow a child to climb over barriers or fences; and, all play equipment in the outdoor play spaces are maintained and placed in a way that meets the requirements of the Australian Playground Standards (Standard AS 4685) with particular consideration given to falling space, impact areas and free space. The Approved Provider must engage an appropriate expert such as a fire safety advisor or fire safety engineer to observe and prepare a report on the emergency and evacuation procedure rehearsal of the service. This must occur at the first rehearsal of the emergency and evacuation procedure. The report prepared must identify: 

h) the service; 

i) the date and time of the rehearsal; 

j) the total time taken to evacuate the building; 

k) the location to which building occupants were evacuated to; 

l) the number of children and educators in attendance on the day; 

m) the profile of children (ages, any disabilities) with respect to the children’s rooms operating at the time of the rehearsal; and 

n) any proposed actions the service must take to improve evacuation procedures to ensure the safety of all children attending the service. 


The Approved Provider must submit a copy of the emergency and evacuation procedure report and demonstrate that any  recommendations have been implemented. It must be sent within seven days of receipt of the report to the regional office of the Regulatory Authority in which the service is located.",104,14/08/2025,,,,,,,,,,,,,,,,,,,,"July 2025",Yes,No,No,No,No,No,No,06:30,18:30,06:30,18:30,06:30,18:30,06:30,18:30,06:30,18:30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No
SE-00017708,PR-00002539,"Camp Australia - Covenant College OSHC","Camp Australia Pty Limited","Centre-Based Care","105 CREAMERY RD","BELL POST HILL",VIC,3215,1300105343,,"An approved provider of an education and care service that is listed on the Department of Education Category 4 List – at some risk of bushfire or grassfire must ensure that:  
a. The service does not operate on any day that the Victorian Emergency Management Commissioner declares as having a 'Catastrophic' Fire Danger Rating that applies to the area or district at which that service is located.  
b. The service's emergency and evacuation policies and procedures required under regulation 168 of the Education and Care Services National Regulations include an Emergency Management Plan for managing the service's bushfire and grass fire related risks.
c. The service's Emergency Management Plan is kept up to date, reflects the service's operating context, is reviewed at least once each calendar year, and includes:  
i. a list of the service's emergency contact details  
ii. procedures for monitoring and managing bushfire and grassfire risks and events  
iii. procedures for identifying and managing events that may cause planned, unplanned or pre-emptive closure of the service  
iv. procedures for notifying families of children enrolled at the service of any closure  
v. procedures for reviewing and updating the Emergency Management Plan.  
d. A copy of the service's Emergency Management Plan is made available to the Regulatory Authority on request.",28,15/07/2025,,,,,,,,,,,,,,,,,,,,"February 2026",No,No,No,Yes,Yes,No,Yes,,,,,,,,,,,,,,,07:15,08:45,07:15,08:45,07:15,08:45,07:15,08:45,07:15,08:45,,,,,15:30,18:00,15:30,18:00,15:30,18:00,15:30,18:00,15:30,18:00,,,,,,,,,,,,,,,,,,,No
SE-00017717,PR-40011040,"St Brendan's Uniting Outside School Hours Care","UNITING (VICTORIA AND TASMANIA) LIMITED","Centre-Based Care","143-149 KNIGHT ST",SHEPPARTON,VIC,3630,1800183103,,,60,03/07/2025,,,,,,,,,,,,,,,,,,,,"December 2025",No,No,No,Yes,Yes,Yes,No,,,,,,,,,,,,,,,07:00,09:00,07:00,09:00,07:00,09:00,07:00,09:00,07:00,09:00,,,,,15:30,18:00,15:30,18:00,15:30,18:00,15:30,18:00,15:30,18:00,,,,,07:00,18:00,07:00,18:00,07:00,18:00,07:00,18:00,07:00,18:00,,,,,No
SE-00017727,PR-40034706,"Loving Start Childcare & Education Healesville","BIRKIN AUSTRALIA PTY LTD ATF WZ UNIT TRUST","Centre-Based Care","349-353 MAROONDAH HWY",HEALESVILLE,VIC,3777,0359053735,,"An approved provider of an education and care service that is listed on the Department of Education Bushfire At-Risk Register must ensure that:  
a. The service does not operate on any day that the Victorian Emergency Management Commissioner declares as having a 'Catastrophic' Fire Danger Rating that applies to the area or district at which that service is located.  
b. The service's emergency and evacuation policies and procedures required under regulation 168 of the Education and Care Services National Regulations include an Emergency Management Plan for managing the service's bushfire and grass fire related risks.  
c. The service's Emergency Management Plan is kept up to date, reflects the service's operating context, is reviewed at least once each calendar year, and includes:  
i. a list of the service's emergency contact details  
ii. procedures for monitoring and managing bushfire and grassfire risks and events  
iii. procedures for identifying and managing events that may cause planned, unplanned or pre-emptive closure of the service  
iv. procedures for notifying families of children enrolled at the service of any closure  
v. procedures for reviewing and updating the Emergency Management Plan.  
d. A copy of the service's Emergency Management Plan is made available to the Regulatory Authority on request.",92,08/07/2025,,,,,,,,,,,,,,,,,,,,"October 2025",Yes,No,No,Yes,Yes,Yes,No,06:30,18:30,06:30,18:30,06:30,18:30,06:30,18:30,06:30,18:30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No
SE-00017735,PR-40033658,"Playful Pals","PLAYFUL PALS PTY LTD","Family Day Care","UNIT 1 61 RIGGALL ST",BROADMEADOWS,VIC,3047,,,"The maximum number of family day care educators that may be engaged or registered by the approved provider is 6. •	The approved provider must identify and maintain an up to date record of this service’s family day care educators operating in a family day care residence or approved family day care venue in Victoria who may be at risk of bushfire (bushfire-at-risk educators);

•	For any bushfire-at-risk educators, the approved provider must ensure that: 
a.	bushfire-at-risk educators do not operate on any day declared by the Victorian Emergency Management Commissioner to be a day of ‘Catastrophic’ Fire Danger Rating that would apply to the location in which that family day care residence or approve family day care venue is located; and
b.	the service’s emergency and evacuation policies and procedures required under regulation 168 of the Education and Care Services National Regulations include a current Emergency Management Plan (EMP) for managing the service’s bush-fire related risks;
c.	the Emergency Management Plan (EMP) is kept up to date, reflects the family day care educator’s operating context and includes:
           i.	procedures for monitoring and managing bushfire risks and events;
         ii.	procedures for notifying families of any closure
d.       the Emergency Management Plan (EMP) is reviewed and updated as necessary at least once each calendar year.

•	The approved provider must notify the Regulatory Authority within 5 days of the commencement of the operation of the family day care service.

•	The approved provider within 5 days of the commencement of the operation of the family day care service must submit to the Regulatory Authority:

o	a copy of the register of family day care educators, co-ordinators and assistants that complies with section 269 of the Education and Care Services National Law Act 2010 and regulation 153 of the Education and Care Services National Regulations 2011. 

o	a copy of the record of staff engaged or employed by the family day care service that complies with regulation 154 of the Education and Care Services National Regulations 2011.",,24/09/2025,,,,,,,,,,,,,,,,,,,,,No,No,No,No,No,No,No,07:00,18:00,07:00,18:00,07:00,18:00,07:00,18:00,07:00,18:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No
SE-00017740,PR-40036919,"Aspire Early Education & Kindergarten Smiths Lane Clyde North","ASPIRE EARLY EDUCATION & KINDERGARTEN SMITHS LANE, CLYDE NORTH PTY LTD","Centre-Based Care","12 SCHOLTZ DR","CLYDE NORTH",VIC,3978,1800978429,,"The Approved Provider is required to ensure objects are not placed or able to be placed in a manner that may allow a child to climb over barriers or fences. The Approved Provider must ensure that a documented risk assessment is in place regarding the body of water on the adjoining property, located in close proximity to the services perimeter fence. The risk assessment must be reviewed annually, provided to the Regulatory Authority on an annual basis and communicated with all educators, staff and volunteers engaged at the service.",126,28/07/2025,,,,,,,,,,,,,,,,,,,,"July 2025",Yes,No,No,No,No,No,No,06:30,18:30,06:30,18:30,06:30,18:30,06:30,18:30,06:30,18:30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No
SE-00017742,PR-40001728,"Brady Bunch Early Learning Centre Mt Duneed","Brady Bunch Early Learning Centre Burpengary Pty Ltd","Centre-Based Care","363-367 TORQUAY RD","MOUNT DUNEED",VIC,3217,"03 5245 4666",,"An approved provider of an education and care service that is listed on the Department of Education Category 4 List – at some risk of bushfire or grassfire must ensure that:  
a. The service does not operate on any day that the Victorian Emergency Management Commissioner declares as having a 'Catastrophic' Fire Danger Rating that applies to the area or district at which that service is located.  
b. The service's emergency and evacuation policies and procedures required under regulation 168 of the Education and Care Services National Regulations include an Emergency Management Plan for managing the service's bushfire and grass fire related risks.
c. The service's Emergency Management Plan is kept up to date, reflects the service's operating context, is reviewed at least once each calendar year, and includes:  
i. a list of the service's emergency contact details  
ii. procedures for monitoring and managing bushfire and grassfire risks and events  
iii. procedures for identifying and managing events that may cause planned, unplanned or pre-emptive closure of the service  
iv. procedures for notifying families of children enrolled at the service of any closure  
v. procedures for reviewing and updating the Emergency Management Plan.  
d. A copy of the service's Emergency Management Plan is made available to the Regulatory Authority on request.",112,20/08/2025,,,,,,,,,,,,,,,,,,,,"March 2026",Yes,No,No,No,No,No,No,06:30,18:30,06:30,18:30,06:30,18:30,06:30,18:30,06:30,18:30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No
SE-00017748,PR-40011145,"Cobram Anglican Grammar School TheirCare","TheirCare Pty Ltd","Centre-Based Care","40-48 CAMPBELL RD",COBRAM,VIC,3644,1300072410,,,30,05/07/2025,,,,,,,,,,,,,,,,,,,,"October 2025",No,No,No,Yes,No,No,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15:05,18:00,15:05,18:00,15:05,18:00,15:05,18:00,15:05,18:00,,,,,,,,,,,,,,,,,,,No
SE-00017760,PR-00010163,"HAPPY SPROUTS BEVERIDGE","ES (AUS) PTY LTD","Centre-Based Care","8 MALCOLM ST",BEVERIDGE,VIC,3753,0370479515,,"An approved provider of an education and care service that is listed on the Department of Education Category 4 List – at some risk of bushfire or grassfire must ensure that:  
a. The service does not operate on any day that the Victorian Emergency Management Commissioner declares as having a 'Catastrophic' Fire Danger Rating that applies to the area or district at which that service is located.  
b. The service's emergency and evacuation policies and procedures required under regulation 168 of the Education and Care Services National Regulations include an Emergency Management Plan for managing the service's bushfire and grass fire related risks.
c. The service's Emergency Management Plan is kept up to date, reflects the service's operating context, is reviewed at least once each calendar year, and includes:  
i. a list of the service's emergency contact details  
ii. procedures for monitoring and managing bushfire and grassfire risks and events  
iii. procedures for identifying and managing events that may cause planned, unplanned or pre-emptive closure of the service  
iv. procedures for notifying families of children enrolled at the service of any closure  
v. procedures for reviewing and updating the Emergency Management Plan.  
d. A copy of the service's Emergency Management Plan is made available to the Regulatory Authority on request.",106,30/06/2025,,,,,,,,,,,,,,,,,,,,"April 2026",Yes,No,No,No,No,No,No,06:30,18:30,06:30,18:30,06:30,18:30,06:30,18:30,06:30,18:30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,06:30,18:30,06:30,18:30,06:30,18:30,06:30,18:30,06:30,18:30,,,,,No
SE-00017765,PR-00010380,"Cann River P12 College","CANN RIVER P12 COLLEGE COUNCIL","Centre-Based Care","20-22 TAMBOON RD","CANN RIVER",VIC,3890,0351586245,,"An approved provider of an education and care service that is listed on the Department of Education Bushfire At-Risk Register must ensure that:  
a. The service does not operate on any day that the Victorian Emergency Management Commissioner declares as having a 'Catastrophic' Fire Danger Rating that applies to the area or district at which that service is located.  
b. The service's emergency and evacuation policies and procedures required under regulation 168 of the Education and Care Services National Regulations include an Emergency Management Plan for managing the service's bushfire and grass fire related risks.  
c. The service's Emergency Management Plan is kept up to date, reflects the service's operating context, is reviewed at least once each calendar year, and includes:  
i. a list of the service's emergency contact details  
ii. procedures for monitoring and managing bushfire and grassfire risks and events  
iii. procedures for identifying and managing events that may cause planned, unplanned or pre-emptive closure of the service  
iv. procedures for notifying families of children enrolled at the service of any closure  
v. procedures for reviewing and updating the Emergency Management Plan.  
d. A copy of the service's Emergency Management Plan is made available to the Regulatory Authority on request.",18,28/10/2025,,,,,,,,,,,,,,,,,,,,"May 2026",No,Yes,No,No,No,No,No,,,,,,,,,,,,,,,,,,,,,08:30,16:00,08:30,16:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No
